id	word	definition_cn	ecdict_translation	ecdict_phonetic
GRE_2222	fume	n. (浓烈或难闻的)烟, 气体, 一阵愤怒(或不安)	n. 臭气, 烟, 激怒 / vt. 熏 / vi. 冒烟	fju:m
GRE_2949	fustian	n. 粗斜条棉布, 夸大的话	n. 棉麻粗布, 浮夸的话 / a. 棉麻粗布的, 浮夸的	'fʌstiәn
GRE_3577	gaiety	n. 欢乐的精神, 欢乐的气氛作乐, 乐事	n. 愉快, 快活, 高兴	'geiәti
GRE_3007	galleon	n. 大型帆船	n. 大帆船	'^æliәn
GRE_37	gangling	adj. (身体)瘦长的	a. 瘦长难看的	'gæŋgliŋ
GRE_8126	gangly	adj. 身材瘦长难看的	a. 身材瘦长的	'^ŋ^li
GRE_8838	garbled	adj. 引起误解的； 窜改的	a. 断章取义的, 曲解的, 篡改的, 歪曲事实的, 混淆不清的 / [计] 错乱的	
GRE_2724	gauge	n. 标准尺, 规格, 量规, 量表	n. 标准度量, 计量器 / vt. 精确计量, 估计 / [计] 线规	geidʒ
GRE_8131	genuine	adj. 真的； 真诚的	a. 真正的, 真实的, 诚恳的 / [医] 真性的	'dʒenjuin
GRE_7672	genus	n. 属， 类	n. 种, 类 / [医] 属(分类)	'dʒi:nәs
GRE_1924	germane	adj. 有密切关系的	a. 关系密切的, 有关的, 同样的, 恰当的, 贴切的 / [机] 锗烷	dʒә:'mein
GRE_3996	gerontology	n. 老人医学	n. 老年医学, 老人学 / [医] 老年医学, 老年病学, 老人学	.dʒerɒn'tɒlәdʒi
GRE_1507	gibbous	adj. 突起的	a. 凸圆的, 凸状的, 驼背的 / [医] 驼背的	'gibәs
GRE_9536	giddy	adj. 轻浮的， 轻率的	a. 眼花的, 头晕的 / v. (使)眼花, (使)眩晕	'gidi
GRE_4044	girder	n. 梁, 钢桁的支架	n. 大梁, 主梁 / [化] 撑杆	'gә:dә
GRE_9955	glacial	adj. 冰河期的； 寒冷的	a. 冰的, 冰川的, 冰川时代的, 冰冷的 / [医] 冰的, 冰样的	'gleiʃәl
GRE_3396	gladiator	n. 古罗马公开表演的格斗者(通常都是奴隶和俘虏), 精于辩论和格斗的人, 职业拳击者	n. 斗士, 斗剑者, 争论者	'glædieitә
GRE_2372	gland	n. [解剖]腺, [机械]密封管	n. 腺, 密封套 / [化] 衬片; 密封垫	glænd
GRE_5390	glare	n. 眩目的光, 显眼, 怒目而视, (冰等的表面)光滑的表面	n. 闪耀光, 刺眼 / vi. 发眩光, 瞪视 / vt. 瞪眼表示	glєә
GRE_1770	glaring	adj. 耀眼的	a. 闪耀的, 炫目的, 瞪视的	'glєәriŋ
GRE_5061	gleam	n. 微弱的闪光, 一丝光线, 瞬息的一现	n. 光束, 微光, 反光 / vi. 闪烁, 隐约地闪现 / vt. 使发微光, 使闪烁	gli:m
GRE_4723	gleaner	n. 拾穗的人	n. 拾落穗的人, 搜集者	
GRE_2146	gleanings	n. 所拾得的落穗搜集到的情报或新闻	n. 搜集物, 拾遗	'^li:niŋz
GRE_963	glib	adj. 口齿伶俐的, 油腔滑调的	a. 能说善道的, 流畅的	glib
GRE_6362	glimmer	v. 闪烁	n. 一丝光线, 微光, 少许 / vi. 发微光	'glimә
GRE_6468	gloat	v. 心满意足	vi. 满足地看, 幸灾乐祸, 贪婪地盯视 / n. 贪婪的盯视, 满足的注视, 幸灾乐祸	glәut
GRE_5535	gloom	n. 阴暗, 阴沉	n. 忧郁, 暗处, 幽暗 / vi. 变忧沉, 变黑暗 / vt. 使忧郁, 使黑暗	glu:m
GRE_4797	glossary	n. 术语表	n. 专业词典, 术语集, 词表 / [计] 图文集	'glɒsәri
GRE_8442	glowing	adj. 热情赞扬的	a. 白热的, 灼热的, 通红的, 鲜艳的 / [化] 辉光	'glәuiŋ
GRE_6024	glut	v. 充斥	n. 大量, 供过于求 / vt. 使充满, 使吃饱, 过多供应 / vi. 吃得过多, 狼吞虎咽	glʌt
GRE_2629	glyptography	n. 宝石雕刻术	n. 玉石雕刻术	glip'tɒgrәfi
GRE_7870	goldbrick	v. 逃避责任， 偷懒	vi. 逃避工作, 游手好闲 / n. 假金砖, 赝品, 懒汉	'gәuldbrik
GRE_7216	goof	v. 犯错误； 闲逛， 消磨时间	n. 呆子, 傻瓜 / vt. 弄糟 / vi. 混, 打发时间, 出差错	gu:f
GRE_2139	gorgon	n. 丑陋可怕的女人	n. 戈耳戈(三个蛇发女怪之一), 可怕的事情, 丑妇	'gɒ:gәn
GRE_4160	gourmand	n. 美食者	n. 美食家	'guәmәnd
GRE_4267	gourmet	n. 能精选品评美食、美酒的人	n. 美食家	'guәmei
GRE_7317	gracious	adj. 大方的， 和善的； 奢华的； 优美的， 雅致的	a. 亲切的, 慈善的	'greiʃәs
GRE_1256	gradient	adj. 倾斜的	n. 倾斜度, 梯度, 坡度, 斜率 / a. 渐升的, 渐降的, 步行的	'greidiәnt
GRE_7411	grain	n. 谷物； 小的硬粒	n. 谷粒, 颗粒, 谷类, 纹理, 本质 / v. (使)成谷粒	grein
GRE_315	graminaceous	adj. 草(似),[植] 禾本的	a. 草的, 禾本科的, 像草的	,^reimi'neiʃәs
GRE_6018	granulate	v. 成为粒状	vi. 成粒状, 粗糙, 形成肉芽 / vt. 使成粒状, 使表面粗糙	'grænjuleit
GRE_7813	gravitate	v. 被强烈地吸引； 受引力作用而运动	vi. 被重力吸引, 沉下, 下降 / vt. 使受重力吸引	'græviteit
GRE_8369	gregariousness	n. 群居； 合群， 爱交友	集群性; 簇聚性	ɡrɪ'ɡerɪəsnəs
GRE_8241	grief	n. 忧伤， 悲伤	n. 伤心, 忧愁, 悲痛, 不幸, 灾难	gri:f
GRE_7952	grieve	v. 使某人极为悲伤	vt. 使悲伤 / vi. 悲痛, 伤心	gri:v
GRE_1040	grievous	adj. 令人忧伤的	a. 痛苦的, 严重的, 充满悲伤的 / [法] 极大的, 严重的, 惨无人道的	'gri:vәs
GRE_4815	grig	n. 爽朗的人, 轻松愉快的人	n. 蟋蟀, 小鳗, 快活的人	grig
GRE_1758	grim	adj. 严酷的	a. 冷酷的, 坚强的, 残忍的, 可怕的, 讨厌的	grim
GRE_2100	gross	adj. 总的, 毛重的	n. 总数, 总量 / a. 总共的, 未打折扣的, 恶劣的, 粗野的 / vt. 总共收入	grәus
GRE_5131	groveler	n. 五体投地的人, 卑恭屈节的人	n. 趴着的人, 卑躬屈节的人	
GRE_6003	grudge	v. 不给予	n. 怨恨, 恶意 / vt. 怀恨, 嫉妒, 吝惜	grʌdʒ
GRE_5825	grueling	n. 重罚, 严惩	a. 折磨人的, 使人精疲力尽的 / n. 痛打, 惩罚	'^ruәliŋ
GRE_5523	gudgeon	n. 易骗的人	n. 诱饵, 易受骗的人	'gʌdʒәn
GRE_7977	guileless	adj. 厚道的， 老实的	a. 不狡猾的, 诚实的	'gailis
GRE_3813	gumption	n. 进取心, 气概	n. 通情达理, 精明能干, 进取精神, 勇气, 主动性, 常识 / [法] 通情达理, 主动性, 勇气	'^ʌmpʃәn
GRE_6398	guttle	v. 贪婪且出声响地吃喝	v. 狼吞虎咽地吃喝	'gʌtl
GRE_83	gynecoid	adj. <美>= gynaecoid	a. 有女性特征的 / [医] 女性的	'^ainikɔid, 'dʒaini-
GRE_6224	hack	v. 砍	n. 劈, 砍, 砍痕, 出租车, 干咳, 晒架, 鹤嘴锄 / vt. 劈, 砍, 出租, 用旧 / vi. 劈, 砍, 干咳, 驾驶出租车 / a. 出租的	hæk
GRE_6541	haggle	v. 争价	vi. 争论, 杀价 / vt. 乱砍, 乱劈 / n. 杀价, 讨论, 争论	hægl
GRE_3228	hangar	n. 飞机修理库, 飞机棚	n. 棚厂, 飞机库	'hæŋә
GRE_3477	harbor	n. 海港	n. 港, 避难所 / v. 庇护, 藏匿, (使)入港停泊	'hɑ:bә
GRE_9060	hardship	n. 困苦， 拮据	n. 艰难, 辛苦, 苦难 / [法] 受苦, 吃苦, 苦难	'hɑ:dʃip
GRE_2979	harpsichord	n. 大键琴	n. 羽管键琴	'hɑ:psikɒ:d
GRE_5332	harridan	n. 形容枯槁(或脾气暴躁)的老妇人,名声不好的老泼妇	n. 凶恶的老妇, 丑婆, 鬼婆	'hæridәn
GRE_4315	harrow	n. 耙(地), 使精神痛苦	n. 哈罗公学, 耙 / vt. 耙掘, 伤害, 使苦恼 / vi. 被耙松	'hærәu
GRE_7909	harshly	adv. 严酷地， 无情地	adv. 粗糙地, 粗暴地, 刺耳地	'hɑ:ʃli
GRE_3648	hassle	n. 激战	n. 激烈而持久的争论 / vi. 争论 / vt. 与...争辩, 使烦恼	'hæsl
GRE_8905	hasty	adj. 急急忙忙的	a. 匆匆的, 轻率的, 性怠的	'heisti
GRE_3128	hatchet	n. 短柄斧	n. 斧头, 手斧, 战斧 / [机] 小斧, 手斧	'hætʃit
GRE_7932	headstrong	adj. 刚愎自用的	a. 顽固的, 刚愎的, 任性的	'hedstrɒŋ
GRE_5091	hedgehog	n. 猬	n. 豪猪, 刺猬, 难交朋友的人, 防卫森严的阵地	'hedʒhɒg
GRE_4305	heiress	n. 女性继承人	n. 嗣女, 女继承人 / [法] 女继承人	'eәris
GRE_3148	helm	n. 舵	n. 舵, 驾驶盘, 枢机, 头盔 / vt. 给...掌舵, 指挥, 给...戴头盔	helm
GRE_2696	hem	n. 边, 缘, 摺边	n. 边缘, 折边, 哼声 / vt. 缝边, 包围, 关闭 / vi. 做折边, 发哼声 / interj. 哼	hem
GRE_4358	hermitage	n. 偏僻的寺院	n. 隐士住处, 茅庐, 冷落僻静的住处, 修道院, 隐士生活	'hә:mitidʒ
GRE_2153	heroics	n. 装腔作势的豪言壮语	n. 英雄壮语	
GRE_8561	hesitant	adj. 犹豫的	a. 迟疑的, 踌躇的, 犹豫不定的	'hezitәnt
GRE_267	heterogeneous	adj. 不同种类的异类的	a. 异种的, 异质的, 由不同成分形成的 / [医] 不均匀的, 多相的, 异质的	.hetәrәu'dʒi:njәs
GRE_6223	hew	v. 砍	vt. 砍, 砍倒, 砍成 / vi. 砍, 劈, 坚持	hju:
GRE_2132	heyday	int. 喜悦、惊奇时所发声音	n. 全盛期 / interj. 嘿	'heidei
GRE_3284	hibiscus	n. 芙蓉属的植物	n. 木槿	hai'biskәs
GRE_6140	hideous	v. 骇人听闻的, 可怕的	a. 丑恶的, 可憎的, 令人沮丧的	'hidiәs
GRE_8036	hie	v. 疾走， 快速	vt. 使急行, 催促	hai
GRE_2812	hierarchy	n. 层次层级	n. 等级制度, 僧侣统治, 等级体系 / [计] 分级结构; 分层结构; 新闻组, 新闻组分层	'haiәrɑ:ki
GRE_3579	hilarity	n. 欢闹	n. 欢喜, 高兴	hi'læriti
GRE_1644	histrionic	adj. 戏剧的	a. 演员的, 演剧的, 矫揉造作的 / n. 演员, 演剧, 戏剧性	.histri'ɒnik
GRE_7918	hitherto	adv. 到目前为止	adv. 迄今, 至今	.hiðә'tu:
GRE_6031	hoard	v. 储藏	n. 贮藏物, 密藏的金钱 / v. 囤积, 贮藏	hɒ:d
GRE_4769	holster	n. 手枪用的皮套	n. 手枪皮套	'hәulstә
GRE_3846	homage	n. 敬意	n. 尊崇, 尊敬, 效忠	'hɒmidʒ
GRE_4977	homeopathy	n. 同种疗法	n. 顺势疗法 / [医] 顺势疗法	.hәumi'ɒpәθi
GRE_6638	homogenize	v. 均质化	vi. 变均匀 / vt. 使均匀	hɒ'mɒdʒәnaiz
GRE_5438	honk	n. 雁叫声	n. 雁鸣, 汽车的喇叭声 / vi. 雁鸣叫, 按汽车喇叭 / vt. 揿(喇叭)	hɒŋk
GRE_2185	honorarium	n. （对习俗或法律上不应取酬的服务的）酬劳（或答谢）	n. 酬金, 谢礼 / [经] 酬金, 谢礼	.ɒnә'rєәriәm
GRE_8426	hoodoo	n. 厄运； 招来不幸的人	n. 不祥之物 / vt. 使倒霉	'hu:du:
GRE_4930	hoof	n. 蹄	n. 蹄, (人的)脚 / vt. 以蹄踢, 行走, 步行 / vi. 走, 踢, 踏	hu:f
GRE_3385	hook	n. 钩, 吊钩	n. 钩, 钩状, 镰刀, 陷阱 / vt. 挂...于钩上, 钩住, 引上钩, 偷窃 / vi. 弯成钩状, 钩紧 / [计] 钩	huk
GRE_5818	horology	n. 钟表学	n. 测时法, 钟表制造术	hɒ'rɒlәdʒi
GRE_7688	horrific	adj. 可怕的	a. 令人毛骨悚然的, 感到恐惧的	hɒ'rifik
GRE_3499	hospitality	n. 好客, 宜人, 盛情	n. 款待, 亲切, 殷勤	.hɒspi'tæliti
GRE_2997	howler	n. 大声叫喊者	n. 咆哮者, 号哭的人 / [电] 啸鸣电路	'haulә
GRE_2582	hoyden	n. 爱喧闹的顽皮女孩	n. 野丫头, 淘气姑娘 / a. 淘气的, 顽皮的, 吵闹的	'hɒidәn
GRE_483	huffy	adj. 发怒的	a. 怒冲冲的	'hʌfi
GRE_3271	hummingbird	n. 蜂雀	n. 蜂鸟	'hʌmiŋb\\:d
GRE_8889	humor	v. 纵容， 迁就	n. 幽默, 诙谐, 心情 / vt. 迎合, 牵就, 顺应	'hju:mә
GRE_6656	hunker	v. 盘坐	vi. 蹲座 / n. 守旧者	'hʌŋkә
GRE_2541	hurl	n. <俚>[棒球]用力或猛烈的投掷	n. 用力的投掷 / vt. 用力投掷, 发射, 愤慨地说出, 丢下 / vi. 猛投, 猛掷	hә:l
GRE_8746	husband	v. 节省， 节约	n. 丈夫, 管理人, 节俭的人 / vt. 节俭, 使成丈夫, 持有	'hʌzbәnd
GRE_3421	husbandry	n. 管理	n. 农事, 饲养业, 家政	'hʌzbәndri
GRE_5203	hydrant	n. 消防栓, 消防龙头	n. 给水栓, 水龙头, 消火栓	'haidrәnt
GRE_2334	hyena	n. [动]土狼, 鬣狗	n. 袋狼, 残酷的人, 贪婪的人	hai'i:nә
GRE_8365	hype	n. 夸大的广告宣传	n. 大肆宣传；皮下注射	haip
GRE_9508	hyperactivity	n. 活动过度， 极度活跃	n. 活动过多, 机能亢进, 机能过敏 / [医] 活动过强, 机能亢进	
GRE_516	hypersensitive	adj. 非常敏感的, 敏感的	a. 过敏的, 高灵敏度的 / [医] 过敏的	.haipә'sensitiv
GRE_4036	hyphen	n. 连字号	n. 连字符 / vt. 用连字符连接	'haifәn
GRE_5579	hypochondria	n. 忧郁症, 臆想病	[医] 疑病[症], 季肋部	haipә'kɔndriә
GRE_203	ignoble	adj. 不光彩的	a. 卑贱的, 卑鄙的, 低级的	ig'nәubl
GRE_8249	ill-repute	n. 名誉败坏	[网络] 秽闻	
GRE_2009	illuminating	adj. 照亮的, 启蒙的, 照明的	a. 有启发性的	i'lju:mi,neitiŋ
GRE_822	illustrious	adj. 杰出的	a. 著名的, 辉煌的, 明亮的	i'lʌstriәs
GRE_1539	immaculate	adj. 完美的	a. 无污点的, 纯洁的, 无缺点的, 无辜的 / [医] 无斑点, 无瑕疵的, 洁净的	i'mækjulit
GRE_258	immoderate	adj. 不适中的	a. 无节制的, 过度的, 不合理的, 过分的	i'mɒdәreit
GRE_275	immortal	adj. 不朽的	n. 不朽人物, 神仙 / a. 永远的, 不死的, 长久的	i'mɒ:tәl
GRE_579	impalpable	adj. 感触不到的, 摸不到的, 难解的	a. 不可触知的, 不能感知的, 难以理解的 / [医] 不可接触的, 极细微的	im'pælpәbl
GRE_1291	impassioned	adj. 热情洋溢的	a. 充满激情的, 狂热的, 热烈的	im'pæʃәnd
GRE_1009	impassive	adj. 冷漠的	a. 无感情的, 冷淡的, 无感觉的, 不能伤害的	im'pæsiv
GRE_7272	impatience	n. 不耐烦， 焦躁	n. 性急, 难耐, 焦急, 急躁	im'peiʃәns
GRE_3218	impedimenta	n. 妨碍行进或运动的东西	pl. 行李, 辎重, 包袱	im.pedi'mentә
GRE_4385	impending	n. 迫近	a. 即将发生的, 迫切的, 悬空的 / [法] 就要来的, 逼在眼前的, 紧急的	im'pendiŋ
GRE_1144	impenetrable	adj. 难以渗透的	a. 不能通过的, 不可理喻的, 费解的, 顽固的	im'penitrәbl
GRE_811	imperceptible	adj. 觉察不到的, 感觉不到的, 极细微的	a. 不能感知的, 微细的	.impә'septibl
GRE_7584	impermissible	adj. 不容许的	a. 不允许的, 不许可的	,impә'misәbl
GRE_8707	impersonal	adj. 不受个人感情影响的	a. 客观的, 和个人无关的, 没有人情味的, 非人称的 / n. 非人称动词(或代词)	im'pә:sәnәl
GRE_213	implacable	adj. 不缓和的, 不安静的	a. 不能安抚的, 难和解的, 不变的	im'plækәbl
GRE_2262	implosion	n. (音声)内破裂, 闭塞	[化] 爆聚; 内向爆炸	im'plәuʒәn
GRE_225	imponderable	adj. 不可估计的	a. 无重量的, 无法计算的, 不可估价的 / n. 无法衡量的事物	im'pɒndәrәbl
GRE_9691	impressed	adj. 被打动的， 被感动的	a. 外加的；印象深刻的；了不起的；受感动的	
GRE_8133	impressive	adj. 给人印象深刻的， 感人的	a. 给人深刻印象的, 威严的	im'presiv
GRE_6257	imprint	v. 留下烙印	vt. 印, 铭刻 / n. 印, 印记, 特征, 痕迹, 版本说明	im'print
GRE_3654	improvisation	n. 即席创作	n. 即兴而作, 即席演奏, 即席作品	.imprәvai'zeiʃәn
GRE_6255	improvise	v. 临时准备	vt. 即席创作, 临时做	'imprәvaiz
GRE_6045	impugn	v. 打击	vt. 责难, 抨击, 攻击 / [法] 驳斥, 指责, 非难	im'pju:n
GRE_289	inadvertent	adj. 不注意的, 疏忽的, 无意中做的	a. 漫不经心的, 非故意的	.inәd'vә:tәnt
GRE_3920	inanition	n. 空洞, 无意义, 浅薄, 愚蠢	n. 虚乏, 空虚, 营养不足 / [医] 食物不足, 营养不足	.inә'niʃәn
GRE_8749	inappropriate	adj. 不恰当的， 不适宜的	a. 不适当的, 不相称的	.inә'prәupriәt
GRE_1148	inbound	adj. 内地的, 归航的	a. 归本国的, 入境的 / [计] 不装订	'in'baund
GRE_5404	incense	n. 熏香, 熏香的烟	n. 香, 香气, 奉承 / vi. 焚香 / vt. 用香焚, 使发怒	'inseins
GRE_2758	incertitude	n. 不肯定, 不确定, 无把握	n. 不确实, 无信心, 不安全	in'sә:titju:d
GRE_1566	inchoate	adj. 未形成的, 早期的, 不完全的	a. 刚开始的, 不成熟的, 未发达的 / [经] 不完整	in'kәueit
GRE_7953	incidental	adj. 作为自然结果的， 伴随而来的； 偶然发生的	a. 附带的, 偶然的, 容易发生的 / n. 附带事件	.insi'dentәl
GRE_364	incipient	adj. 初始的	a. 起初的, 发端的, 初期的 / [医] 初发的, 初期的	in'sipiәnt
GRE_2950	incivility	n. 粗野	n. 无礼貌, 不客气, 非礼	.insi'viliti
GRE_8487	incogitant	adj. 未经思考的， 考虑不周的	a. 无思想的；粗心的；不体谅的	in'kɔdʒitәnt
GRE_2128	incognito	adv. 隐名埋姓地, 化名地	adv. 微行地, 隐姓埋名地 / n. 微行者, 匿名者 / a. 微行的, 改名的, 匿名的	in'kɒgnitәu
GRE_841	incommunicado	adj. 禁止通信的, 被单独囚禁的	a. 不得与外界接触的, 不准与外界通信息的 / [法] 被禁止与外界接触的, 被单独禁闭的	,inkә,mju:ni'kɑ:dәu
GRE_8286	incomprehensible	adj. 难以理解的， 难懂的	a. 不能理解的, 费解的, 无限的	in.kɒmpri'hensәbl
GRE_242	inconceivable	adj. 不能想像的, 难以相信的	a. 不能想象的, 想不到的, 难信的	.inkәn'si:vәbl
GRE_2765	incongruity	n. 不调和的, 不适宜的	n. 不协调, 不一致, 不合适 / [化] 异元性; 不相容性	.inkɒŋ'gru:iti
GRE_264	incongruous	adj. 不调和的, 不适宜的	a. 不协调的, 不一致的, 不合适的	in'kɒŋgruәs
GRE_174	inconstant	adj. 变化无常的	a. 易变的, 不定的, 反复无常的 / [医] 不定的, 变易的, 不恒定的	in'kɒnstәnt
GRE_7270	incorrigibility	n. 无可救药	n. 屡教不改, 难望矫正	in.kɒridʒә'biliti
GRE_6569	inculcate	v. 谆谆劝导	vt. 反复灌输, 谆谆教诲	'inkʌlkeit
GRE_1076	incult	adj. 没有开垦的, 没有耕种的, 没有教养的	a. 未开垦的, 未耕种的, 无教养的	in'kʌlt
GRE_246	incurable	adj. 不能治愈的	a. 不能医治的, 不能矫正的, 无救的 / n. 不治的病人, 无救的人	in'kjurәbl
GRE_7948	indecipherable	adj. 无法破译的	a. 辨读不出的, 破译不出的, 无法解释的	.indi'saifәrәbl
GRE_1145	indescribable	adj. 难以形容的	a. 不能用语言表达的, 不可名状的, 莫名其妙的	.indi'skraibәbl
GRE_1591	indifferent	adj. 无关紧要的	a. 漠不关心的, 无重要性的, 中立的 / [医] 中性的, 无作用的, 无亲和力的, 淡漠的	in'difәrәnt
GRE_7207	indigence	n. 贫穷， 贫困	n. 贫乏, 穷困的人们	'indidʒәns
GRE_198	indiscriminate	adj. 不分皂白的, 不加选择的	a. 无差别的, 任意的, 杂乱的 / [医] 无差别的, 普遍的	.indis'kriminit
GRE_7263	indistinguishable	adj. 无法区分的， 难以分辨的	a. 不能辨别的, 不能区别的	.indis'tiŋgwiʃәbl
GRE_1140	indocile	adj. 难驯服的	a. 不听话的, 倔强的, 不顺从的, 难教的	in'dәusail
GRE_6124	induct	v. 感应	vt. 引导, 使入门, 引入, 使就职	in'dʌkt
GRE_7940	indulge	v. 放纵， 纵容； 满足	vt. 纵情于, 使高兴, 放任, 迁就 / vi. 沉溺	in'dʌldʒ
GRE_6137	inebriate	v. 灌醉	a. 酒醉的 / n. 酒鬼 / vt. 使醉, 使陶醉	i'ni:briәt
GRE_9393	inedible	adj. 不能吃的， 不可食的	a. 不适于食用的	in'edibl
GRE_235	ineffaceable	adj. 不能除去的, 不能取消的	a. 不能消除的, 不能抹掉的	.ini'feisәbl
GRE_8895	inelasticity	n. 无弹性， 无伸缩性	n. 无弹力, 生硬, 不适应性 / [化] 非弹性	.inilæs'tisiti
GRE_206	ineligible	adj. 不合格的	a. 无被选任资格的, 不适任的, 无益的 / n. 无被选任资格的人, 不合录用资格的人	in'elidʒәbl
GRE_9396	inexcusable	adj. 不可原谅的， 不可宽恕的	a. 没法辩解的, 不可宽赦的	.inik'skju:zәbl
GRE_1612	inexhaustible	adj. 无穷无尽的	a. 用不完的, 无穷尽的, 不知疲倦的	.inig'zɒ:stәbl
GRE_257	inexpedient	adj. 不适宜的	a. 不便的, 不适当的, 失策的	.inik'spi:djәnt
GRE_1589	inexplicable	adj. 无法说明的	a. 不能说明的, 不能解释的, 费解的	in'eksplikәbl
GRE_1074	infallible	adj. 没有错误的, 确实可靠的	a. 绝无错误的, 绝对可靠的 / n. 一贯正确的人	in'fælәbl
GRE_1374	infamous	adj. 声名狼籍的	a. 无耻的, 不名誉的, 声名狼藉的	'infәmәs
GRE_6050	infest	v. 大批滋生	vt. 骚扰, 寄生于, 大批出没 / [医] 传染, 感染	in'fest
GRE_4700	infidelity	n. 失真	n. 不信神, 无信仰, 背信	.infi'deliti
GRE_6348	inflame	v. 燃烧	vt. 激怒, 点火, 激起 / vi. 着火, 激动, 发炎	in'fleim
GRE_8785	inflexible	adj. 坚定的， 不屈不挠的	a. 不屈曲的, 不屈挠的, 顽固的	in'fleksәbl
GRE_8513	inflict	v. 使遭受	vt. 施以, 加害, 使承受 / [法] 处, 加, 予以	in'flikt
GRE_4704	infliction	n. 施加, 使负担	[法] 处罚, 加刑, 刑罚	in'flikʃәn
GRE_7354	influential	adj. 有影响力的	a. 有影响的, 有势力的	.infu'enʃәl
GRE_3427	infusion	n. 灌输	n. 注入, 泡制, 注入物 / [化] 浸渍; 浸泡	in'fju:ʒәn
GRE_749	ingenious	adj. 机灵的, 有独创性的, 精制的, 具有创造才能	a. 灵敏的, 精巧的, 聪明的	in'dʒi:njәs
GRE_7983	ingeniousness	n. 独创性	n. 机敏（精巧；精致；有创造才能）	in'dʒinjəsnis
GRE_9076	ingenuously	adv. 纯真地； 坦率地	adv. 率直地, 正直地	ɪn'dʒenjʊəslɪ
GRE_5050	ingrate	n. 忘恩负义者	n. 忘恩者 / a. 不知恩的, 忘恩的	in'greit
GRE_1728	inhibited	adj. 羞怯的, 内向的	a. 抑制情感的, 约束行动的 / [计] 禁止的, 抑制的	in'hibitid
GRE_1772	inhuman	adj. 野蛮的	a. 残忍的, 无人性的, 非人类的 / [法] 非人道的, 不人道的, 残忍的	in'hju:mәn
GRE_7773	innermost	adj. 最里面的	a. 内心的, 秘密的, 最深处的	'inәmәust
GRE_647	inquisitive	adj. 好奇的	a. 好问的, 想知道的, 好追根究底的	in'kwizәtiv
GRE_7406	insincere	adj. 不诚恳的， 虚伪的	a. 不诚实的, 无诚意的, 伪善的	.insin'siә
GRE_7074	insinuate	v. 使逐步而巧妙地取得, 使迂回地潜入(或挤入), 使慢慢滋长, 含沙射影地说	vt. 巴结, 暗示, 使滋长 / vi. 旁敲侧击	in'sinjueit
GRE_1081	insipid	adj. 没有味道的, 平淡的	a. 乏味的, 清淡的, 难吃的 / [医] 无味的	in'sipid
GRE_2782	installment	n. 部分	n. 就职, 装设, 分期付款 / [经] 分期付款	in'stɒ:lmәnt
GRE_6133	instigate	v. 鼓动	vt. 教唆, 怂恿, 煽动 / [法] 教唆, 煽动, 怂恿	'instigeit
GRE_7675	institutionalized	adj. 制度化的	a. 使成惯例的；有组织的；遭受收容机构所产生的不良影响的	.insti'tju:ʃәnәlaizd
GRE_1143	insufferable	adj. 难以忍受的	a. 不可忍受的, 忍耐不住的	in'sʌfәrәbl
GRE_9255	intangibility	n. 无形	n. 不可触知性, 不能把握, 难以理解	in.tændʒә'biliti
GRE_510	intemperate	adj. 放纵的	a. 不节制的, 不温和的, 饮酒过度的	in'tempәrit
GRE_7625	intensify	v. 使加剧	vt. 加强 / vi. 强化	in'tensifai
GRE_7367	interconnected	adj. 相互连接的	v. 互相连接, 互相联系( interconnect的过去式和过去分词)	,intəkə'nektid
GRE_6577	interdict	v. 阻断	vt. 禁止, 封锁, 停止, 制止 / n. 禁令, 禁止	.intә'dikt
GRE_7516	interdisciplinary	adj. 跨学科的	[计] 学科间的	,intә(:)'disiplinәri
GRE_3727	intermission	n. 间断	n. 中止, 中断, 停顿, 间歇 / [医] 间歇, 间歇期	.intә'miʃәn
GRE_6456	interplay	v. 相互影响	n. 互相作用, 互相影响 / vi. 互相作用	'intәplei
GRE_6404	interpose	v. 提出	vt. 使插入, 使介于二者间, 使干涉 / vi. 插嘴, 干预	.intә'pәuz
GRE_5968	interrelate	v. (使)相互关连	v. (使)相互关联	.intәri'leit
GRE_6865	intersect	v. 横断	vt. 贯穿, 横穿 / vi. 交错, 相交	.intә'sekt
GRE_3330	intervention	n. 干涉	n. 插入, 介入, 调停 / [经] 干预	.intә'venʃәn
GRE_1078	intestate	adj. 没有立下遗嘱的, 不能根据遗嘱处分的	a. 没有遗嘱的, 无遗嘱嘱明处置的 / n. 无遗嘱的死亡者	in'testeit
GRE_6465	intimidate	v. 胁迫	vt. 威胁, 恐吓 / [法] 恐吓, 威胁, 使恐惧	in'timideit
GRE_1132	intractable	adj. 难处理的	a. 不听话的, 倔强的, 棘手的 / [医] 顽固的, 难治的	in'træktәbl
GRE_1094	intriguing	adj. 迷人的, 有迷惑力的, 引起兴趣(或好奇心)的	a. 吸引人的, 有趣的	in'tri:giŋ
GRE_3359	introvert	n. 格性内向的人	n. 个性内向者 / vt. 使内向, 使内弯, 内陷 / vi. 内省, 内弯 / a. 性格内向的	'intrәuvә:t
GRE_8533	intruding	adj. 入侵的， 入侵性的	v. 侵入, 侵扰, 打扰( intrude的现在分词); 把…强加于	in'tru:diŋ
GRE_8360	intrusively	adv. 入侵地	adv. 干扰地, 侵入地	ɪnt'ru:sɪvlɪ
