id	word	definition_cn	ecdict_translation	ecdict_phonetic
GRE_1353	contrite	adj. 深感懊悔的, 由悔悟引起的	a. 悔悟了的, 后悔的, 痛悔的	'kɒntrait
GRE_1297	contrived	adj. 人为的, 做作的	a. 人造的, 勉强的, 不自然的	kәn'traivd
GRE_8506	control	n. 对照标准， 对照物	n. 控制, 管理, 克制, 控制器, 操纵装置 / vt. 控制, 操纵, 抑制 / [计] 控制; 控制器	kәn'trәul
GRE_9378	convalescent	adj&n. 康复中的 recovering from illness)	a. 恢复健康的, 恢复期的, 渐愈的, 康复的 / n. 恢复中的病人, 康复的人	,kɔnvә'lesnt
GRE_2704	conversion	n. 变换, 转化	n. 转变, 转换, 改变宗教信仰, 换位法 / [计] 转换	kәn'vә:ʃәn
GRE_180	convex	adj. 表面弯曲如球的外侧, 凸起的	a. 中凸的, 凸圆的, 凸面的 / n. 凸状, 凸面体, 凸面结构	'kɒnveks
GRE_5270	coop	n. 小屋, 鸡(兔)笼, 拘留所, <俗>监狱	n. 狭小空间, 鸡笼, 捕鱼篓 / vt. 关进鸡舍, 监禁	ku:p
GRE_2274	corniche	n. (尤指沿山崖筑出视界开阔的)滨海路(亦作corniche road)	n. 沿峭壁的路	'kɔ:niʃ
GRE_2427	cornucopia	n. [希神]哺乳宙斯的羊角, 满装花果象征丰饶的羊角(通常用于绘画或雕刻中), 丰富, 丰饶	n. 丰盛 / [医] 外侧隐窝(第四脑室)	.kɒ:nju'kәupiә
GRE_3424	corona	n. 冠壮物,王冠, 光环	n. 冠, 冠状物, 副冠, 根颈, 头顶, 牙冠, 檐板, 日冕, 月华, 日华, 电晕, 光圈 / [计] 电晕, 冠	'kɔrәnә
GRE_7061	correlate	v. 使相互关联	n. 有相互关系的东西, 相关物 / vt. 使有相互关系 / vi. 相关	'kɒrәleit
GRE_4492	cosset	n. 亲手饲养的宠物, 宠儿	n. 供玩赏的小动物, 爱畜 / vt. 宠爱, 珍爱, 溺爱	'kɒsit
GRE_7403	counterbalance	v. 起平衡作用	vt. 使平均, 使平衡, 使弥补 / n. 平衡量, 平衡力, 势均力敌	'kauntә.bælәns
GRE_7536	counterclockwise	adj&adv. 逆时针方向的	a. 反时针方向的 / adv. 反时针方向	.kauntә'klɒkwaiz
GRE_7603	counterpart	n. 相对应或具有相同功能的人或物	n. 副本, 复本, 配对物, 相应物 / [经] 副本, 正副二份中之一	'kauntәpɑ:t
GRE_7739	counterproductive	adj. 事与愿违的	a. 反生产的；使达不到预期目标的	.kauntәprә'dʌktiv
GRE_8062	court	n. 法庭；	n. 法院, 庭院, 奉承 / vt. 献殷勤, 追求, 招致 / vi. 求爱	kɒ:t
GRE_9798	courteous	adj. 有礼貌的	a. 彬彬有礼, 谦恭的	'kә:tjәs
GRE_8918	coward	n. 胆小鬼	n. 懦弱的人, 胆小的人	'kauәd
GRE_4485	cowardice	n. 怯懦, 胆小	n. 懦弱	'kauәdis
GRE_9478	creep	v. 匍匐前进； 悄悄地移动， 蹑手蹑脚地走	n. 爬, 徐行, 蠕动 / vi. 爬, 蔓延, 潜行	kri:p
GRE_4684	crescendo	n. 声音渐增	n. 声音渐强	kri:'ʃendәu
GRE_5612	crimp	n. 诱迫他人当兵之人, 兵贩子, 卷曲, 卷发	n. 诱人当兵的人, 拳曲, 鬈发 / vt. 诱...去当兵, 使拳曲, 使有褶	krimp
GRE_9421	crimson	adj. 绯红色的； v. 变得绯红； n. 绯红色	n. 深红色 / a. 深红色的 / v. (使)变为深红色, 脸红	'krimzәn
GRE_5834	crinkle	n. 皱纹	n. 皱, 波纹 / vt. 使皱, 使缩, 起皱 / vi. 皱, 拳曲	'kriŋkl
GRE_2744	cripple	n. 跛子	n. 跛者, 残废 / vt. 使跛, 使成残废, 削弱 / a. 跛的, 残废的	'kripl
GRE_8206	criss-cross	v. 交叉往来	n. 十字号 / a. 纵横交错的; 交叉的	ˈkrɪs krɒs
GRE_8200	critic	n. 批评者	n. 批评家, 鉴定家	'kritik
GRE_7333	critical	adj. 挑毛病的； 关键的； 危急的	a. 批评的, 决定性的, 危险的, 临界的 / [医] 危象的; 临界的, 极期的	'kritikәl
GRE_8355	critique	n. 批评性的分析	n. 评论文章, 评论	kri'ti:k
GRE_4578	cronyism	n. 任用亲信	n. 任人唯亲	'krәjniizəm
GRE_3387	crook	n. 钩状物, (河、道的)弯处, <美口>骗子	n. 钩, 弯曲部分, 坏蛋 / vt. 使弯曲, 诈骗 / vi. 弯曲	kruk
GRE_4673	crudity	n. 生, 生硬, 不熟	n. 简陋, 粗糙, 不成熟状态	'kru:diti
GRE_774	crustacean	adj. 甲壳类的	a. 甲壳纲的 / n. 甲壳纲动物	krʌ'steiʃjәn
GRE_4183	cryptogram	n. 密码	n. 密文	'kriptәugræm
GRE_7404	cull	v. 挑选，精选； n. 剔除的东西	vt. 采, 摘, 拣 / n. 拣出的等外品, 被剔出的动物	kʌl
GRE_8954	culminate	v. 达到顶点； 使达到最高点	vi. 到绝顶, 达于极点, 达到高潮 / vt. 使到绝顶, 使达到高潮	'kʌlmineit
GRE_2662	cultch	n. 贝壳屑	n. 牡蛎卵块	kʌltʃ
GRE_4098	curb	n. 路边	n. 抑制, 勒马绳, 边石 / vt. 抑制, 束缚, 勒住	kә:b
GRE_8127	curtail	v. 削减， 缩短	vt. 缩减, 剥夺, 简略 / [法] 剥夺特权	kә:'teil
GRE_1309	cushy	adj. 容易的, 轻松而容易赚钱的	a. 舒适的, 安逸的	'kuʃi
GRE_7722	customary	adj. 合乎习俗的	a. 习惯的, 惯常的 / [经] 通常的, 习惯的	'kʌstәmәri
GRE_6288	dabble	v. 弄湿, 弄水, 涉足	vi. 玩水, 拨弄, 涉猎 / vt. 溅湿	'dæbl
GRE_1954	daft	adj. 愚蠢的	a. 愚笨的, 癫狂的, 狂闹的	dɑ:ft. dæft
GRE_9419	damped	adj. 潮湿的； 减震的， 压低的	a. 被窒息的；阻尼的；衰减的	
GRE_6496	dangle	v. 摇摆	vi. 摇晃地悬挂着, 追求 / vt. 使摇晃地悬挂 / n. 悬垂	'dæŋgl
GRE_1883	dappled	adj. 有斑点的	a. 斑纹的, 花斑的	'dæpld
GRE_2719	dart	n. 标枪, 镖, (昆虫的)刺, 飞快的动作	n. 飞镖, 投射 / vt. 投射 / vi. 疾走, 突进	dɑ:t
GRE_746	dashing	adj. 活跃的, 浮华的	a. 闯劲足的, 有力的	'dæʃiŋ
GRE_2678	daubster	n. 笨画匠	n. 拙劣的画匠	'dɒ:bstә
GRE_6211	daunt	v. 沮丧	vt. 威吓, 难倒, 使气馁	dɒ:nt
GRE_2895	debutante	n. 初次参加社交活动的	n. 初进社交界的少女/女子, 初次登台的女演员	'debju:tɑ:nt
GRE_7332	deceptive	adj. 欺骗的， 导致误解的	a. 迷惑的, 虚伪的, 欺诈的	di'septiv
GRE_5342	declamation	n. 雄辨	n. 慷慨激昂的演说, 雄辩, 慷慨激昂的演说词	.deklә'meiʃәn
GRE_9671	decline	v. 拒绝；变弱，变小； n. 消减	n. 衰退, 跌落, 下降 / vt. 使降低, 婉谢 / vi. 下降, 衰落, 偏斜	di'klain
GRE_6322	decry	v. 谴责	vt. 反对, 责难, 诽谤, 诋毁	di'krai
GRE_3526	decumbence	n. 横卧	n. 俯伏, 匍匐	di'kʌmbәns
GRE_7586	deface	v. 损坏	vt. 损伤外观 / [法] 毁伤外貌, 破坏外观, 涂污	di'feis
GRE_9894	deferential	adj. 顺从的， 恭顺的	a. 恭敬的 / [医] 输精管的	.defә'renʃәl
GRE_6349	defile	v. 染污	vt. 弄脏, 污损, 败坏 / vi. 以纵队前进 / n. 隘路, 狭道	di'fail
GRE_9515	definitive	adj. 明确的， 有权威的； 最终的	n. 限定词 / a. 限定的, 决定性的	di'finitiv
GRE_1447	defunct	adj. 死了的	a. 死的, 不能使用的 / n. 死者	di'fʌŋkt
GRE_6367	deify	v. 神化	vt. 奉为神, 奉若神明, 崇拜	'di:ifai
GRE_8368	delicate	adj. 娇弱的； 雅致的， 精美的	a. 细致优雅的, 微妙的, 美味的 / [医] 柔弱的	'delikәt
GRE_6581	delve	v. 钻研	v. 探究, 查考 / n. 坑, 穴	delv
GRE_7725	demagogue	n. 蛊惑民心的政客	n. 煽动者	'demәgɒg
GRE_6153	demarcate	v. 划分界线	vt. 定界, 分开, 区别	'di:mɑ:keit
GRE_6898	demean	v. 举止, 贬低身份	vt. 贬低身分, 贬损	di'mi:n
GRE_8268	demented	adj. 疯狂的	a. 发狂的, 精神错乱的 / [医] 痴呆的	di'mentid
GRE_9873	demonstrative	adj. 证明的， 论证的； 感情流露的	a. 说明的, 指示的	di'mɒnstrәtiv
GRE_7573	demoralize	v. 使士气低落	vt. 使道德败坏, 使堕落, 挫折锐气	di'mɒrәlaiz
GRE_7786	demystify	v. 减少…的神秘性	vt. 使非神秘化	di:'mistifai
GRE_6162	denigrate	v. 毁誉	vt. 使变黑, 玷污, 诋毁	'denigreit
GRE_4216	denomination	n. 命名	n. 名称, 教派, 面额 / [经] 票面金额, 名称, (度量衡)	di.nɒmi'neiʃәn
GRE_7523	density	n. 密集， 稠密	n. 密度 / [化] 密度	'densiti
GRE_9964	dentures	n. 假牙	补齿	ˈdentʃəz
GRE_2899	deodorant	n. 除臭剂	n. 除臭药, 防臭剂 / a. 止臭的, 防臭的	di:'әudәrәnt
GRE_4881	depletion	n. 损耗	n. 消耗, 耗尽, 放血 / [医] 排除, 缺失(液体), 衰竭[状态](由于缺液)	di'pli:ʃәn
GRE_9237	depressed	adj. 消沉的； 凹陷的	a. 沮丧的, 降低的 / [医] 抑郁的, 阻抑的, 压低的, 凹[陷]的, 扁平的	di'prest
GRE_6439	depute	v. 委托	vt. 指定代理人, 委以代理人, 委任 / [法] 代表, 代理人	di'pju:t
GRE_9617	derivation	n. 发展， 起源； 词源	n. 推论, 推导, 来历 / [医] 衍化, 诱导	.deri'veiʃәn
GRE_6457	descant	v. 详论	n. 曲调, 歌曲, 评论 / vi. 评论, 唱歌	'deskænt
GRE_2033	desirable	adj. 值得要的, 合意的, 令人想要的, 悦人心意的	a. 令人想望的, 可取的	di'zairәbl
GRE_6554	desist	v. 终止	vi. 停止, 控制, 断念	di'zist
GRE_9359	despise	v. 鄙视， 蔑视	vt. 轻视	di'spaiz
GRE_872	despondent	adj. 沮丧的	a. 丧气的, 失望的, 没有精神的	di'spɒndәnt
GRE_6580	deter	v. 阻止	vt. 制止, 吓住, 威慑	di'tә:
GRE_3237	detractor	n. 诽谤者, 恶意批评者	n. 毁损者, 贬低者	di'træktә(r)
GRE_7098	detrude	v. 推倒, 扔掉	vt. 推出, 逐出	di'tru:d
GRE_1199	devastating	adj. 破坏性的, 全然的	a. 毁灭性的, (非正式)很好的, 引人注目的	'devәsteitiŋ
GRE_3158	diatribe	n. 恶骂, 诽谤	n. 抨击, 谴责	'daiәtraib
GRE_3772	didactics	n. 教授法	n. 教学法	di'dæktiks
GRE_5562	dietetics	n. 营养学	n. 饮食学 / [医] 饮食学	daiә'tetiks
GRE_8464	diffident	adj. 缺乏自信的	a. 无自信的, 谦虚谨慎的, 羞怯的	'difidәnt
GRE_5462	dilettante	n. 业余艺术爱好者	n. 业余爱好者 / a. 外行的, 浅薄的	dili'tænti
GRE_5259	dinghy	n. 小舢板,小游艇	n. 小船, 橡皮筏, 小艇	'diŋ^i,'diŋi
GRE_130	disaffected	adj. 抱不平的, 有叛意的, 不服的	a. 不满的, 不忠的, 疏远的	.disә'fektid
GRE_1748	disciplinarian	adj. 训练的, 规律的, 训育的	a. 惩戒性的, 纪律的 / n. 执行纪律者, 厉行纪律的人	.disipli'nєәriәn
GRE_5541	discography	n. 音乐唱片分类目录, 音乐唱片分类学(法),录音作品目录	[医] 椎间盘造影术	dis'kɔ^rәfi
GRE_9142	discombobulated	adj. 扰乱的， 打乱的	vt. 使混乱；使泄气；使困惑	,dɪskəm'bɒbjʊleɪt
GRE_6350	discomfit	v. 扰乱	vt. 打乱, 挫败, 使破灭	dis'kʌmfit
GRE_8926	discomfited	adj. 困惑的， 尴尬的	v. 使为难( discomfit的过去式和过去分词); 使狼狈; 使挫折; 挫败	dis'kʌmfitid
GRE_7890	disconsolate	adj. 闷闷不乐的， 郁郁寡欢的	a. 郁郁不乐的	dis'kɒnsәlit
GRE_4325	discretion	n. 判断力	n. 慎重, 辨别力, 考虑, 处理权 / [法] 有决定权的	dis'kreʃәn
GRE_7549	discretionary	adj. 自由决定的	[计] 选择的	dis'kreʃәnәri
GRE_1331	discursive	adj. 散漫的, 不得要领的	a. 离题的, 东拉西扯的	dis'kә:siv
GRE_4500	disdain	n. 轻蔑, 以高傲的态度对待	n. 蔑视 / vt. 蔑视, 鄙弃	dis'dein
GRE_1616	disembodied	adj. 无实质的, 无实体的	a. 脱离肉体的 / [医] 脱离躯壳的	disim'bɔdid
GRE_281	disinclined	adj. 不愿的, 不想的	a. 不愿意的, 无意于...的	disin'klaind
GRE_1582	disingenuous	adj. 无诚意的	a. 不老实的, 不诚实的, 狡猾的	.disin'dʒenjuәs
GRE_1618	disinterested	adj. 无私的	a. 无私欲的, 廉洁的, 公平的	dis'intristid
GRE_7220	disperse	v. 消散， 驱散	vt. 分散, 传播, 散开 / vi. 分散 / a. 分散的 / [计] 分散	dis'pә:s
GRE_2783	disposition	n. 部署	n. 性情, 处置, 处理, 布置 / [医] 素因, 性情	.dispә'ziʃәn
GRE_7914	disputable	adj. 有争议的	a. 有讨论余地的, 未确定的 / [法] 可争论的, 可置疑的, 可反驳的	dis'pju:tәbl
GRE_657	disputatious	adj. 好争辩的	a. 爱争论的, 好议论的, 爱争辩的	,dispju(:)'teiʃәs
GRE_7458	disrupt	v. 使混乱； 使中断	a. 分裂的, 中断的 / vt. 使分裂, 使瓦解	dis'rʌpt
GRE_8463	disruptive	adj. 制造混乱的	a. 分裂的, 破坏(性)的 / [计] 击穿的, 中断的	dis'rʌptiv
GRE_6356	disseminate	v. 散布	vt. 散播, 传播, 宣传 / vi. 广为传播	di'semineit
GRE_9367	distaste	v. 厌恶； n. 厌恶， 不喜欢	n. 讨厌, 嫌恶	.dis'teist
GRE_2660	distress	n. 悲痛, 穷困, 不幸, 危难, 忧伤	n. 苦恼, 贫困, 痛苦 / vt. 使苦恼 / a. 亏本出售的	di'stres
GRE_7434	divergent	adj. 分叉的， 叉开的； 发散的， 扩散的； 不同的	a. 有分歧的 / [医] 散开的, 偏斜的	dai'vә:dʒәnt
GRE_5998	divest	v. 剥夺	vt. 使摆脱, 使脱去, 夺去 / [经] 取消权力	dai'vest
GRE_7704	divine	v. 推测， 预言	a. 神的, 神圣的, 非凡的 / n. 神学家	di'vain
GRE_8799	divisive	adj. 引起分歧的， 导致分裂的	a. 区分的, 制造分裂的, 造成不和的	di'vaisiv
GRE_8211	docile	adj. 驯服的， 听话的 easy to control)	a. 容易教的, 温顺的	'dәusail
GRE_2145	doddle	n. 轻而易举的事；不费吹灰之力的事	n. 儿戏, 易如反掌的事	
GRE_8711	dogmatist	n. 独断家， 独断论者	n. 教条主义者, 武断者	'dɒgmәtist
GRE_5647	dome	n. 圆屋顶	n. 圆顶 / vt. 加圆顶 / vi. 成圆顶状	dәum
GRE_9455	domesticated	adj. 驯养的， 家养的	a. 喜欢家庭生活的; （指动物）被驯养了的 / v. 驯化( domesticate的过去式和过去分词 )	dəʊ'mestɪkeɪtɪd
GRE_6483	domineer	v. 压制	vi. 跋扈, 作威作福 / vt. 盛气凌人	.dɒmi'niә
GRE_7755	downfall	n. 垮台	n. 衰败, 大雨	'daunfɒ:l
GRE_18	draconian	adj. 严峻的；苛刻的	a. 严厉的, 残酷的	drә'kәjniәn
GRE_8191	dramatic	adj. 戏剧的； 引人注目的； 戏剧般的	a. 戏剧性的, 生动的	drә'mætik
GRE_1486	draughty	adj. 通风良好的, 有隙缝风吹入的	a. 通风的	'drɑ:fti
GRE_6244	drawl	v. 懒洋洋地说, 做作而慢慢地说	v. 慢吞吞地说, 故意拉长调子讲话 / n. 慢吞吞拉长调子的说话方式	drɒ:l
GRE_9910	drawn	adj. 憔悴的	a. 拔出的 / draw的过去分词	drɒ:n
GRE_3566	drollery	n. 滑稽诙谐之事, 笑谈, 笑话	n. 玩笑	'drɒlәri
GRE_9270	drub	v. 重击； 打败	vt. 用棒打, 殴打, 硬灌(观念等) / vi. 敲击	drʌb
GRE_5426	dryasdust	n. 研究枯燥乏味问题的学者, 无趣而好卖弄学问的演讲人或作家	n. 学究, 枯燥无味学究式人物 / a. 枯燥无味的, 趣味索然的	'draiәzdʌst
GRE_5520	dumps	n. 抑郁	n. 忧郁；废物, 垃圾场（dump的复数）	dʌmps
GRE_9802	earthshaking	adj. 极其重大或重要的	a. 惊天动地的	'ә:θ.ʃeikiŋ
GRE_7214	earthy	adj. 粗俗的， 土气的	a. 土的, 土质的, 土味的	'ә:θi
GRE_4724	eclipse	n. 食, 日蚀, 月蚀, 蒙蔽, 衰落	n. 日食, 月食, (地位名誉等的)消失 / vt. 引起日食, 引起月食, 使黯然失色	i'klips
GRE_6318	edify	v. 启发	vt. 启迪, 熏陶, 教诲	'edifai
GRE_6278	efface	v. 抹掉	vt. 抹去, 消除, 忘却	i'feis
GRE_8309	egotist	n. 自私自利者； 自我主义者	n. 自我中心主义者	'egәutist
GRE_41	eidetic	adj. (头脑中的印象)异常清晰的	a. 极为逼真的 / [医] 旧事物重见力的	ai'detik
GRE_3790	elitism	n. 杰出人物统治论, 高人一等的优越感	n. 精英主义	ei'litizm
GRE_6074	elude	v. 躲避	vt. 逃避, 规避, 把...难倒	i'lu:d
GRE_8589	emphatic	adj. 重视的， 强调的	a. 语调强的, 着重的, 强调了的	im'fætik
GRE_9465	empirically	adv. 凭经验地	adv. 以经验为主地	
GRE_3220	emulate	n. 仿效	vt. 效法, 尽力赶上, 同...竞争 / [计] 仿真	'emjuleit
GRE_9574	encapsulation	n. 包装	[计] 封闭, 封装, 密封, 灌封, 装箧 / [化] 封铸; 包胶; 封入胶内; 胶囊化	in,kæpsju'leiʃәn
GRE_6575	encumber	v. 阻碍	vt. 妨害, 阻塞, 拖累 / [经] 使负(债等), 负有义务	in'kʌmbә
GRE_9850	endearing	adj. 讨人喜欢的	a. 引起爱情的, 令人钟爱的, 可爱的	in'diәriŋ
GRE_8021	endemic	adj. 地方性的	n. 地方病 / a. 某地(或某些人中)流行的, 地方的	en'demik
GRE_6478	enervate	v. 削弱	vt. 使衰弱 / a. 衰弱的, 无力的	'enәveit
GRE_6526	engender	v. 造成	vt. 产生, 引起 / vi. 发生, 形成	in'dʒendә
GRE_4178	enigma	n. 谜, 不可思议的东西	n. 谜, 费解的事物	i'nigmә
GRE_6317	enlightened	v. 启迪	a. 有知识的, 进步的, 文明的	in'laitnd
GRE_7247	enliven	v. 使…更活跃或更愉快	vt. 使活泼, 使生动	in'laivn
GRE_9778	enthral	v. 迷惑	vt. 迷住, 奴役, 使做奴隶, 吸引住	in'θrɔ:l
GRE_6514	entice	v. 诱惑, 诱使	vt. 诱骗, 引诱, 怂恿	in'tais
GRE_9548	entitle	v. 使有权	vt. 给...权利, 取名为, 给予名称, 叫做 / [法] 给...权利, 使有资格, 称呼	in'taitl
GRE_9854	entourage	n. 随从； 环境	n. 全体随行人员, 陪同人员	,ɔntu'rɑ:ʒ
GRE_1284	entrenched	adj. 确立的，不容易改的（风俗习惯）	a. 牢固的, 根深蒂固的	
GRE_6009	enunciate	v. 阐明, 清晰发言	vt. 明确地叙述, 表明 / vi. 发音	i'nʌnsieit
GRE_2825	enunciation	n. 阐明	n. 说明, 发音, 宣布	i.nʌnsi'eiʃәn
GRE_8237	episodic	adj. 偶然发生的； 分散性的	a. 插曲似的	.epi'sɒdik
GRE_5710	epitome	n. 摘要	n. 概要, 缩影, 象征	i'pitәmi
GRE_9387	equate	v. 认为…相等或相仿	vt. 使相等, 视为平等 / vi. 等同	i'kweit
GRE_408	ersatz	adj. 代用的,合成的,假的,人造的	n. 代用品	eә'zɑ:tz
GRE_1349	esoteric	adj. 深奥	a. 秘教的, 奥秘的, 秘传的 / [医] 体内的, 内部的, 隐的	.esәu'terik
GRE_6225	espy	v. 看到	vt. 看出, 望见, 发现	i'spai
GRE_2497	eucalyptus	n. [植]桉树	n. 桉(树)属植物 / [化] 桉属	.ju:kә'liptәs
GRE_2489	euphemism	n. [语法]委婉的说法	n. 委婉说法, 委婉语	'ju:fәmizm
GRE_8887	euphoria	n. 愉快的心情	n. 兴奋, 陶醉, 陶醉感 / [医] 精神愉快, 欣快	ju:'fɒ:riә
GRE_8886	euphoric	adj. 欢欣的	a. 欣快症的, 欣快的 / [医] 精神愉快的, 欣快的	ju:'fɔrik
GRE_9145	evasion	n. 躲避， 借口	n. 逃避, 藉口 / [法] 回避, 规避, 逃避	i'veiʒәn
GRE_7276	eventual	adj. 最终的	a. 最后的, 终于的	i'ventʃuәl
GRE_2981	ewer	n. 大口水罐	n. (有柄的)大口水壶, 花瓶状水罐	'ju:ә
GRE_6201	exalt	v. 晋升	vt. 提升, 提高, 赞扬, 使得意 / vi. 使人兴奋, 使人得意	ig'zɒ:lt
GRE_8326	exalted	adj. 崇高的， 高贵的	a. 高尚的, 尊贵的, 高位的, 兴奋的	ig'zɒ:ltid
GRE_8917	excite	v. 激发； 使动感情， 使激动 ； 使增加能量	vt. 刺激, 使兴奋, 激励	ik'sait
GRE_6304	excoriate	v. 批判	vt. 剥皮, 擦破皮肤, 严厉的责难	ek'skɒ:rieit
GRE_8942	exemplify	v. 是…的典型， 作为…例子	vt. 例证, 例示 / [法] 制作经公章证明的誊本, 例证	ig'zemplifai
GRE_8165	exhaustiveness	n. 全面, 详尽， 彻底	n. 穷尽性; 用尽一切	ɪɡ'zɔ:stɪvnəs
GRE_9440	exorcise	v. 驱除妖魔； 去除	vt. 驱邪, 除怪	'eksɒ:saiz
GRE_6175	expedite	v. 加速, 派出	vt. 加快, 促进, 发出 / a. 畅通的, 无阻碍的, 迅速的, 方便的	'ekspidait
GRE_6005	expunge	v. 擦去	vt. 擦掉, 删掉, 除去	ik'spʌndʒ
GRE_6462	exterminate	v. 消除	vt. 扑灭, 消灭, 根绝	ik'stә:mineit
GRE_6525	extol	v. 赞美	vt. 颂扬, 称赞, 吹捧	ik'stәul
GRE_9220	extract	v. 拔出； 强索	n. 榨出物, 精汁, 摘录, 选段 / vt. (费力地)取出, 采掘, 榨取, 摘录, 吸取 / [计] 提取	ik'strækt
GRE_9913	extremist	n. 极端主义者	[经] 偏激份子	iks'tri:mist
GRE_7350	exuberance	n. 愉快； 茁壮	n. 茂盛, 茂盛的生长物, 丰富	ig'zju:bәrәns
GRE_2336	exuviae	n. [动]脱落的皮, 空壳	n. 蜕皮, (喻)残骸 / [医] 皮屑	i^'zju:vii:
GRE_8782	factorable	adj. 能分解成因子的	[计] 可分解因子的	
GRE_7399	fallibility	n. 易出错， 不可靠	n. 易错, 易误, 出错性	.fælә'biliti
GRE_9644	fanciful	adj. 幻想的， 奇特的	a. 奇怪的, 稀奇的, 想像的	'fænsiful
GRE_7274	fatten	v. 长胖， 变肥； 使…肥沃； 装满	vi. 养肥 / vt. 使肥胖	'fætn
GRE_1607	feckless	adj. 无气力的, 没精神的, 软弱的, 无用的	a. 无效的, 无能的, 不负责任的	'feklis
GRE_7845	feeble	adj. 虚弱的	a. 微弱的, 衰弱的, 无效的 / [医] 无力的, 衰弱的	fi:bl
GRE_5880	figurehead	n. 装饰船头的雕像, 破浪神, 有名无实的领袖	n. 装饰船头的人像, 傀儡领袖	'figәhed
GRE_3805	filigree	n. 金银丝细工, 易损之物	n. 金银细丝工艺, 精致华丽而不很坚固的物品, 金丝的细工饰品 / [医] 银丝网	'filә^ri:
GRE_2331	finch	n. [动]雀类(如燕雀,金翅雀等)	n. 雀科鸣鸟	fintʃ
GRE_8478	firearm	n. 枪支	n. 火器, 枪炮	'faiә'ɑ:m
GRE_2919	flamdoodle	n. 吹牛	n. 凤凰木	'flæmdu:dl
GRE_5273	flasket	n. 小细颈瓶, 小烧瓶	n. 小瓶	'flɑ:skit
GRE_5114	flatcar	n. 无盖货车, 平台货车	n. 平板货车, 平板车	'flætkɑ:
GRE_8978	flawed	adj. 有缺点的； 错误的	a. 有缺陷的；有裂纹的；有瑕疵的	
GRE_2383	flora	n. [罗神]花神	n. 植物群 / [医] 植物区系, 植物丛, 植物群, 菌丛	'flɒ:rә
GRE_8287	flossy	adj. 华丽的， 时髦的； 丝棉般的， 柔软的	a. 丝棉似的, 轻软的, 迷人的	'flɒsi
GRE_9040	flutter	v. 拍翅 to move lightly and quickly)	n. 摆动, 鼓翼, 烦扰 / vi. 摆动, 鼓翼, 烦扰 / vt. 拍(翅), 使焦急 / [计] 颤动	'flʌtә
GRE_7670	folksy	adj. 亲切的， 友好的	a. 和气的, 有民间风味的	'fәuksi
GRE_6114	fondle	v. 抚弄	vt. 爱, 爱抚, 溺爱 / vi. 爱抚	'fɒndl
GRE_2808	forage	n. 草料	n. 粮草, 饲料, 搜寻粮草 / vt. 喂, 掠夺, 搜寻粮秣 / vi. 搜寻粮草, 掠夺	'fɒridʒ
GRE_7782	forested	adj. 树木丛生的	a. 草木丛生的	
GRE_156	forlorn	adj. 被遗弃的	a. 孤独的, 悲惨的, 凄凉的	fә'lɒ:n
GRE_9050	formalized	adj. 形式化的， 正式的	v. 使（协议、计划等）成书面文字形式( formalize的过去式和过去分词); 使成为正式, 使具有一定形式	'fɔ:məlaizd
GRE_591	formative	adj. 格式化的	a. 有助于形成的, 造型的, 形成的 / n. 构词要素	'fɒ:mәtiv
GRE_6470	forswear	v. 幸运	vt. 发誓抛弃, 发誓否定 / vi. 发伪誓, 作伪证	fɒ:'swєә
GRE_3724	fortitude	n. 坚韧	n. 刚毅, 坚毅, 不屈不挠	'fɒ:titju:d
GRE_7405	forward	adj. 过激的； 莽撞的， 冒失的， 无礼的	a. 向前的, 早的, 迅速的, 在前的, 进步的 / vt. 促进...的生长, 转寄, 运送 / adv. 向前地 / [计] 前推, 转信	'fɒ:wәd
GRE_8300	fossilize	v. 使成为化石； 使过时	vt. 使成化石, 使陈腐 / vi. 变成化石, 变陈腐	'fɒsilaiz
GRE_5862	founder	n. 铸工, 翻沙工, 创始人, 奠基人	n. 创立者, 建立者 / vt. 使沉没, 使摔倒, 弄跛, 浸水, 破坏 / vi. 沉没, 摔到, 变跛, 倒塌, 失败	'faundә
GRE_5353	foyer	n. 休息室, 大厅	n. 门厅, 入门大堂	'fɔiei
GRE_1874	fragmentary	adj. 由碎片组成的, 断断续续的	a. 碎片的, 碎屑的, 片断的, 断片的, 碎块的, 不完全的, 不连续的, 不完整的	'fræ^mәntәri
GRE_7368	fragrant	adj. 芳香的	a. 芬香的, 馥郁的, 愉快的	'freigrәnt
GRE_2359	fretwork	n. [建]浮雕细工	n. 回纹装饰, 浮凸雕工	'fretwә:k
GRE_3948	frisk	n. 快乐, 快乐的时刻, 搜身	n. 乱跳, 欢闹, 活跃 / vi. 欢跃, 蹦跳 / vt. 轻摇	frisk
GRE_3875	frizz	n. 卷发, 卷毛, 吱吱响声	n. 拳发, 拳曲 / v. (使)拳曲	friz
GRE_5146	frolic	n. 嬉闹	n. 嬉戏 / vi. 嬉戏 / a. 嬉戏的, 欢乐的	'frɒlik
GRE_6119	fructify	v. 富有成果	vi. 结果实 / vt. 使结果实, 使肥沃	'frʌktifai
GRE_9326	fruitlessly	adv. 徒劳地， 无益地	adv. 不结果实的, 徒劳的, 无益的, 无效的, 无结果的	
GRE_9004	frumpy	adj. 邋遢的； 老式的， 过时的	a. 心地不良的, 不见世面的	'frʌmpi
